latitude,longitude,NO2,SO2,CO,O3,AOD,temperature,humidity,wind_speed,rainfall,pressure,month,city_encoded,AQI,PM2.5,PM10
1.4417213474231168,2.050023076339146,2.396351409469669,2.6841076261030374,3.292714034025898,-1.2489417989533094,2.160722532514459,-0.22945395882629527,0.24739942251968594,-1.2775556978105247,-0.12126315066779789,0.5572399492569438,-1.522948598224118,-1.647508942095828,216.7,95.6,160.84
1.4417213474231168,2.050023076339146,1.1165220763622186,1.056317496021909,0.19435699527138137,-2.0202704225718073,0.43946339353776237,-1.7149597952664686,-2.1016625742542505,-1.3820959917644196,-0.4043039862418077,0.610205920539944,-1.522948598224118,-1.647508942095828,80.2,43.21,80.17
1.4417213474231168,2.050023076339146,2.0154711712266526,1.7572397129988744,2.7448885865939396,-1.0053858468067531,1.7489181469207111,-1.920485121148734,-0.4742145097648555,-1.3234514366195518,-0.4043039862418077,0.011028370400901403,-1.522948598224118,-1.647508942095828,177.5,83.41,138.07
1.4417213474231168,2.050023076339146,1.9891692138904888,2.7752938840547543,2.0464629531088083,-1.40443347645627,1.8603965058491199,-1.9126803619380148,-1.6141406087192782,-0.4896788482555617,-0.4043039862418077,-0.5153209692240299,-1.522948598224118,-1.647508942095828,101.6,61.11,101.96
1.4417213474231168,2.050023076339146,1.6617895479562614,1.776284944090056,1.9849793909127875,-1.0120264243610848,1.876203138831506,-1.3897614948198458,-0.8151745482914012,-1.945593673808584,0.10655020479421003,1.1100722745233564,-1.522948598224118,-1.647508942095828,153.6,76.4,129.51
1.4417213474231168,2.050023076339146,3.4033975638406884,2.4209371601158036,3.196689144753461,-0.7780737689854076,2.0733700870854825,-1.0177346391089084,0.9618888166857615,-1.0098305547578674,-0.4043039862418077,1.5702141500445466,-1.522948598224118,-1.647508942095828,241.1,102.76,180.51
1.4417213474231168,2.050023076339146,2.1204797433187634,2.157766694128569,1.0986489381319526,-1.330876309700599,2.329603927010481,-0.289290446108474,-0.6950751914372745,-1.5044846285884914,-0.4043039862418077,-0.48221723717214054,-1.522948598224118,-1.647508942095828,209.0,93.34,185.26
1.4417213474231168,2.050023076339146,2.9057525756053058,2.184603156120688,2.9631897737168886,-0.9308070527350308,3.1690193311803636,-1.7071550360557493,-0.52205069427455,-1.2393092488030022,-0.4043039862418077,-1.4356047202663351,-1.522948598224118,-1.647508942095828,270.3,111.31,224.46
1.4417213474231168,2.050023076339146,2.1144023971160895,1.2499440121155874,1.9373123595473334,-1.4246616973140798,1.6149777305962798,-1.3533392851698238,0.09167737507323337,0.21150605021568367,-0.4043039862418077,0.18978852348105113,-1.522948598224118,-1.647508942095828,109.8,54.82,114.19
1.4417213474231168,2.050023076339146,1.1760999948736817,1.1255728818080235,2.2032805780357365,-1.76506791902227,1.2406101073292362,-1.267486933851915,-1.1724192453744398,-0.2627499174775953,1.3974925524122548,0.7657934611837977,-1.522948598224118,-1.647508942095828,65.5,38.05,65.47
1.4417213474231168,2.050023076339146,3.8074912720053944,2.183160335583478,2.9631897737168886,-1.233208738286124,3.4269170272087717,-0.13059367549052217,0.5079539594235544,-0.9868826853533541,1.0247070616562417,-0.34649193575943565,-1.522948598224118,-1.647508942095828,280.8,114.39,183.56
1.4417213474231168,2.050023076339146,2.419465250765086,1.202908062602518,1.5276522204210392,-0.9917982035032751,0.9785527710423052,-1.090579058408952,0.878429941583742,-2.0169870452892926,2.736758945128301,0.19971964309660664,-1.522948598224118,-1.647508942095828,129.3,69.28,141.34
1.4417213474231168,2.050023076339146,1.9404508156428204,1.9632744857125646,1.0150589266070258,-1.246694218857997,1.937765814657642,-1.0879774720053796,0.5211852445007035,-0.8797926281322912,-0.4043039862418077,-1.1906371030824068,-1.522948598224118,-1.647508942095828,113.3,63.2,119.52
1.4417213474231168,2.050023076339146,2.117291627278017,1.9696228960762918,1.8820462362250676,-0.5264469610420488,3.263859129074682,-0.9552965654231572,0.61380424004075,-1.545280840863182,-0.4043039862418077,0.16330553783956978,-1.522948598224118,-1.647508942095828,258.5,107.84,178.92
1.4417213474231168,2.050023076339146,2.581461397085553,3.2857637901199057,2.9666439064245305,0.8473352908517185,2.594157047452526,-2.141619965452437,-0.16277041487195038,-1.606475159275218,1.0247070616562417,0.9875884659313922,-1.522948598224118,-1.647508942095828,265.3,109.85,176.44
1.4417213474231168,2.050023076339146,2.4590178153956064,2.2235593106253773,2.0160665852815614,-1.7741604021351236,1.1133251154184414,-1.5120360557877757,0.5791993406082061,-0.8568447587277775,-0.4043039862418077,-1.2204304619291109,-1.522948598224118,-1.647508942095828,146.1,74.22,142.32
